facilityId,facilityName,state,zipCode,SMD %,SUB-2 %,SUB-3 %,TOB-3 %,Start Date,End Date,MedCont %,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 %,Flu Season Start Date,Flu Season End Date
70010,BRIDGEPORT HOSPITAL,CT,6610,88,11,67,9,01/01/2023,12/31/2023,85.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,216,25.6,21,30.6,,07/01/2021,06/30/2023,57,10/01/2023,03/31/2024
70016,SAINT MARY'S HOSPITAL,CT,6706,98,91,90,75,01/01/2023,12/31/2023,74.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,88,20,15.4,25.6,,07/01/2021,06/30/2023,84,10/01/2023,03/31/2024
70020,MIDDLESEX HOSPITAL,CT,6457,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
70022,YALE-NEW HAVEN HOSPITAL,CT,6504,91,71,76,31,01/01/2023,12/31/2023,79.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,462,16.9,14,20.1,,07/01/2021,06/30/2023,86,10/01/2023,03/31/2024
70025,HARTFORD HOSPITAL,CT,6102,89,86,56,55,01/01/2023,12/31/2023,84.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,452,19.1,16.1,22.7,,07/01/2021,06/30/2023,52,10/01/2023,03/31/2024
70027,MANCHESTER MEMORIAL HOSPITAL,CT,6040,78,50,99,0,01/01/2023,12/31/2023,75.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,299,18.9,15.3,23.4,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
70028,ST VINCENT'S MEDICAL CENTER,CT,6606,71,95,46,22,01/01/2023,12/31/2023,79.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,270,18.8,15.4,22.9,,07/01/2021,06/30/2023,69,10/01/2023,03/31/2024
70029,BRISTOL HOSPITAL,CT,6010,91,60,82,38,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,128,22.4,16.7,30.2,,07/01/2021,06/30/2023,85,10/01/2023,03/31/2024
70033,DANBURY HOSPITAL,CT,6810,15,0,32,20,01/01/2023,12/31/2023,90.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,86,16.1,11.7,21.9,,07/01/2021,06/30/2023,77,10/01/2023,03/31/2024
70034,NORWALK HOSPITAL,CT,6856,6,0,40,8,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,78,22.4,16.9,29.4,,07/01/2021,06/30/2023,63,10/01/2023,03/31/2024
70035,THE HOSPITAL OF CENTRAL CONNECTICUT,CT,6050,82,83,78,53,01/01/2023,12/31/2023,85.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,122,18.8,14.3,24.4,,07/01/2021,06/30/2023,67,10/01/2023,03/31/2024
70036,JOHN DEMPSEY HOSPITAL,CT,6032,94,89,95,85,01/01/2023,12/31/2023,85.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,141,19.4,14.8,24.7,,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
74003,CONNECTICUT VALLEY HOSP,CT,6457,100,95,100,92,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,88,15.4,11.1,20.3,,07/01/2021,06/30/2023,1,10/01/2023,03/31/2024
74008,NATCHAUG HOSPITAL,CT,6250,95,80,73,55,01/01/2023,12/31/2023,91.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,165,18,14.1,22.5,,07/01/2021,06/30/2023,59,10/01/2023,03/31/2024
74011,CONNECTICUT MENTAL HEALTH CENTER,CT,6508,73,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
74012,SOUTHWEST CONNECTICUT MENTAL HEALTH,CT,6610,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
74014,SILVER HILL HOSPITAL INC,CT,6840,89,83,96,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,62,19.5,13.7,27.3,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
74015,ALBERT J SOLNIT CHILDREN'S CENTER - SOUTH CAMPUS,CT,6457,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
74016,MASONICARE HEALTH CENTER,CT,6492,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
80001,CHRISTIANA HOSPITAL,DE,19718,69,100,100,94,01/01/2023,12/31/2023,88.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,283,18.9,15.2,23,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
84001,DELAWARE PSYCHIATRIC CENTER,DE,19720,89,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
84002,ROCKFORD CENTER,DE,19713,95,45,71,32,01/01/2023,12/31/2023,79.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,321,19.7,16.4,23.5,,07/01/2021,06/30/2023,25,10/01/2023,03/31/2024
84003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,DE,19720,69,77,63,68,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,421,19.2,16.1,22.6,,07/01/2021,06/30/2023,60,10/01/2023,03/31/2024
84004,DOVER BEHAVIORAL HEALTH SYSTEM,DE,19901,71,38,81,56,01/01/2023,12/31/2023,79.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,310,17.6,14.4,21.1,,07/01/2021,06/30/2023,21,10/01/2023,03/31/2024
84005,SUN BEHAVIORAL DELAWARE LLC,DE,19947,89,100,73,35,01/01/2023,12/31/2023,79.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,312,19.5,16,23.8,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
90001,GEORGE WASHINGTON UNIV HOSPITAL,DC,20037,78,84,60,50,01/01/2023,12/31/2023,65.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,96,20.2,16,25.1,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,DC,20007,93,54,57,38,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
90005,SIBLEY MEMORIAL HOSPITAL,DC,20016,100,97,88,93,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,111,19.1,14,25.8,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
90011,MEDSTAR WASHINGTON HOSPITAL CENTER,DC,20010,94,85,97,65,01/01/2023,12/31/2023,61.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,254,22.3,18.6,26.3,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
94001,ST ELIZABETHS HOSPITAL,DC,20032,88,13,Not Available,5,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,7,10/01/2023,03/31/2024
94004,PSYCHIATRIC INSTITUTE OF WASHINGTON,DC,20016,56,55,81,71,01/01/2023,12/31/2023,56.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,464,20,17.2,23.2,,07/01/2021,06/30/2023,80,10/01/2023,03/31/2024
100006,ORLANDO HEALTH,FL,32806,96,38,79,73,01/01/2023,12/31/2023,54.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,328,28.5,24.7,32.6,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
100007,ADVENTHEALTH ORLANDO,FL,32803,92,69,79,52,01/01/2023,12/31/2023,69.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,291,23.6,19.7,27.8,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
100022,JACKSON HEALTH SYSTEM,FL,33136,95,100,99,79,01/01/2023,12/31/2023,81.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,461,24.2,21.2,27.5,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,33140,77,86,99,79,01/01/2023,12/31/2023,59.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,266,25.6,21.7,29.8,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
100038,MEMORIAL REGIONAL HOSPITAL,FL,33021,99,100,99,96,01/01/2023,12/31/2023,79.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,282,20.7,17.2,24.7,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
100039,BROWARD HEALTH MEDICAL CENTER,FL,33316,100,100,100,100,01/01/2023,12/31/2023,64.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,325,23.9,20.4,27.8,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
100045,ADVENTHEALTH DELAND,FL,32720,100,98,98,79,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,54,19.7,14.4,26.1,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100047,SHOREPOINT HEALTH PUNTA GORDA,FL,33950,95,68,53,48,01/01/2023,12/31/2023,72.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,388,24.7,20.8,28.7,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
100067,ST ANTHONYS HOSPITAL,FL,33705,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
100080,HCA FLORIDA JFK HOSPITAL,FL,33462,96,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,66.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,507,19.5,16.6,22.8,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100087,SARASOTA MEMORIAL HOSPITAL,FL,34239,90,46,96,86,01/01/2023,12/31/2023,67.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,422,20.4,17.5,23.6,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,FL,32207,83,26,97,89,01/01/2023,12/31/2023,78.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,156,26.8,21.6,32.4,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
100093,BAPTIST HOSPITAL,FL,32503,93,93,100,92,01/01/2023,12/31/2023,65.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,251,18.9,15.2,23.3,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,32960,65,56,52,21,01/01/2023,12/31/2023,70.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,275,24.8,20.5,29.5,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,34741,94,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,59.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,97,21.8,17.3,26.9,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100113,UF HEALTH SHANDS HOSPITAL,FL,32610,77,89,99,78,01/01/2023,12/31/2023,76,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,439,20.8,17.6,24.1,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,33180,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,67,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,234,25.4,21.7,29.5,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,32308,54,7,36,0,01/01/2023,12/31/2023,68.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,202,27.6,23,33.1,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100150,LOWER KEYS MEDICAL CENTER,FL,33040,96,99,100,99,01/01/2023,12/31/2023,47.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,221,26.2,22.1,30.7,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
100157,LAKELAND REGIONAL MEDICAL CENTER,FL,33805,93,88,99,85,01/01/2023,12/31/2023,64.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,254,21.7,18,26.3,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,34233,99,100,93,Not Available,01/01/2023,12/31/2023,88.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,234,16.4,12.9,20.9,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100167,HCA FLORIDA MERCY HOSPITAL,FL,33317,85,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,42.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,81,20.9,17,25.2,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,32216,99,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,72.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,234,19.9,16.3,24,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
100200,BROWARD HEALTH IMPERIAL POINT,FL,33308,93,98,92,94,01/01/2023,12/31/2023,75.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,331,22.7,19.3,26.5,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,32605,87,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,68.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,230,19.5,15.9,23.6,,07/01/2021,06/30/2023,80,10/01/2023,03/31/2024
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,33609,85,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,67.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,608,21.2,18.7,24,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100209,HCA FLORIDA KENDALL HOSPITAL,FL,33175,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,32547,96,100,100,100,01/01/2023,12/31/2023,68.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,358,21.5,18.1,25.3,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,FL,33321,90,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,72.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,239,25.2,21.2,29.7,,07/01/2021,06/30/2023,96,10/01/2023,03/31/2024
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,32073,98,100,100,97,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,118,19.2,15.1,24.3,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,34950,96,100,96,85,01/01/2023,12/31/2023,77.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,169,24.4,19.8,29.2,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
100248,HCA FLORIDA LARGO HOSPITAL,FL,33770,98,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,62.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,559,22.3,19.5,25.2,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
100258,DELRAY MEDICAL CENTER,FL,33484,76,22,34,24,01/01/2023,12/31/2023,70.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,273,17.9,14.1,22.5,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
100284,KERALTY HOSPITAL,FL,33155,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,78.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,334,31.4,27,35.9,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
104000,FLORIDA STATE HOSPITAL UNIT 14 PSYCH,FL,32324,54,1,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,43,10/01/2023,03/31/2024
104001,SOUTH FLORIDA STATE HOSPITAL,FL,33025,0,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
104007,NORTHEAST FLORIDA STATE HOSPITAL,FL,32063,63,0,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,33,10/01/2023,03/31/2024
104016,RIVER POINT BEHAVIORAL HEALTH,FL,32216,79,57,97,95,01/01/2023,12/31/2023,71.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,207,26,21.5,30.9,,07/01/2021,06/30/2023,43,10/01/2023,03/31/2024
104017,WINDMOOR HEALTHCARE OF CLEARWATER,FL,33764,94,98,54,71,01/01/2023,12/31/2023,65.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,313,21.9,18.3,25.8,,07/01/2021,06/30/2023,28,10/01/2023,03/31/2024
104018,LIFESTREAM BEHAVIORAL CENTER,FL,34748,10,89,Not Available,2,01/01/2023,12/31/2023,55.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,343,28.7,24.2,33.7,,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
104024,"CIRCLES OF CARE, INC",FL,32901,0,99,Not Available,99,01/01/2023,12/31/2023,66.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,308,21.1,17.3,25.4,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,FL,33334,76,99,51,88,01/01/2023,12/31/2023,70.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,554,26,22.9,29.3,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
104040,CENTERSTONE OF FLORIDA,FL,34208,58,8,91,19,01/01/2023,12/31/2023,68.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,267,31.4,26.4,36.9,,07/01/2021,06/30/2023,12,10/01/2023,03/31/2024
104049,SOUTHERN WINDS HOSPITAL,FL,33012,93,62,38,48,01/01/2023,12/31/2023,74.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,656,30.4,27.3,33.7,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
104057,SPRINGBROOK HOSPITAL,FL,34609,75,69,13,7,01/01/2023,12/31/2023,67,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,326,23.1,19.6,27.1,,07/01/2021,06/30/2023,28,10/01/2023,03/31/2024
104059,EASTSIDE PSYCHIATRIC HOSPITAL,FL,32308,67,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,66.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,190,23.4,18.5,29.2,,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
104063,"WILLOUGH AT NAPLES, THE",FL,34113,78,93,88,98,01/01/2023,12/31/2023,70.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,502,19.6,17.2,22.5,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
104067,ASPIRE HEALTH PARTNERS,FL,32808,24,1,0,0,01/01/2023,12/31/2023,62.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,329,27,23.1,30.9,,07/01/2021,06/30/2023,0,10/01/2023,03/31/2024
104069,WEKIVA SPRINGS,FL,32216,84,93,70,82,01/01/2023,12/31/2023,69.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,484,22.7,19.5,26,,07/01/2021,06/30/2023,74,10/01/2023,03/31/2024
104070,PORT ST LUCIE HOSPITAL,FL,34952,62,96,46,0,01/01/2023,12/31/2023,67.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,530,21.1,18.2,24.4,,07/01/2021,06/30/2023,93,10/01/2023,03/31/2024
104071,THE VINES HOSPITAL,FL,34471,84,98,85,84,01/01/2023,12/31/2023,75.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,349,24.4,20.9,28.4,,07/01/2021,06/30/2023,64,10/01/2023,03/31/2024
104072,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,FL,32821,88,75,78,70,01/01/2023,12/31/2023,54,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,359,25.3,22,28.9,,07/01/2021,06/30/2023,61,10/01/2023,03/31/2024
104073,EMERALD COAST BEHAVIORAL HOSPITAL,FL,32405,78,76,86,76,01/01/2023,12/31/2023,68.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,132,18,13.8,23.3,,07/01/2021,06/30/2023,35,10/01/2023,03/31/2024
104074,PARK ROYAL HOSPITAL,FL,33908,91,94,46,51,01/01/2023,12/31/2023,67.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,885,18.2,16,20.8,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
104075,NORTH TAMPA BEHAVIORAL HEALTH,FL,33543,62,59,88,58,01/01/2023,12/31/2023,59.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,413,23.7,20.4,27.3,,07/01/2021,06/30/2023,78,10/01/2023,03/31/2024
